File,Total Duration
0xd215c87988c46c71a0532058ddff01c885eb015c,0:00:31.713817
0x6849bc47e2c815e16d765c9500e1cd841f22b282,0:00:35.948100
0x5db6e8e85f635391a3bfa5e93126947af20ad05f,0:00:38.228442
0x55a51a884aad46425743d64873024d6002c8cee4,0:01:34.236135
0xd6e3f490b0d9cd7f79a13dce6f4d2504ef92852d,0:01:36.668079
0x77a45fa1e6b6e6557c8aca6de2a4eb5557bc5881,0:01:15.072016
0x7e49f1bd734c096c7a33e204522bb2d5060a91a8,0:01:28.467237
0xecbdc8f6d0ab85bb1d6cceba1f568b15ff28f55e,0:02:13.188010
0x1652bebaeb95030484bb8dcf996646791e2026b5,0:01:14.175688
0x165f8504dd12455f770294f0a273296ab8e446c5,0:01:01.924175
0x29dfe6138ceaf336c6662bab46fc46bb5a654f0f,0:00:07.317987
0x275460d303ddeaf5e58996c604f066c3033f41a2,0:00:21.537994
0x0b6177141fb299f448c96211ad8ca21f7a3ffb41,0:00:51.961680
0x6810d3d295f24f7cd14ff0f006a16c6eb57b82fb,0:01:02.610496
0xc9ba28d3f5175f668d6ab5b1fdf2963a14b7718c,0:01:20.341672
0xee8e4fc1fbdf42631d1459c74268f09afdc23334,0:01:39.967450
0x2c215eff8396f06048bf115c2735ba931de919a7,0:01:18.353123
0xb73ddf6ad80ae85f37a5918a67fece2caa591440,0:00:57.130520
0x8fb57bade1d83136803887071caefba116086aa8,0:00:26.877770
0xdf4eae6551903b2666e9cb2c85573e035d25fb13,0:01:16.477553
0xdd4f02e6cd7FE818f64e7dC279263B4400F860A9,0:01:23.737637
0x73c9f5d63199f594aefa0b495b0cca69f0fe6a3a,0:02:07.903069
0xf0401ba27351fcba95aa8efc84582e5e7d8e489b,0:01:03.281146
0x5a478bd4f6bf1798a1593d22a8e53bf67ab099da,0:04:58.283106
0xEBb2ecdae91F875D4f25f26D1494bba0c52a04bC,0:00:33.893632
0x891459b56cd7f82993a0f272f4979695db2a66e5,0:00:57.986575
0xce7a46f5255ddf16dbb9ed626e9015318ef0e3d8,0:01:51.559315
0x302be214b4fae9e998d3285f61335cd4e6feda9c,0:01:16.253636
0xce254c058294b26ed2ed74f5d6f32d2cc0eb305d,0:00:54.848914
0x10ac3f60f0111e812f3274a1a51075be26ee39a1,0:00:03.446458
0xd5A8004Afd44A83e913f325f9b3C656977453704,0:00:03.794024
0xa55c8b69748e3ca39af80edc3e7a93abcc36afae,0:00:58.359467
0x524fa92a76a6c7eb4909596b393ae18d1ae8ed04,0:00:58.058403
0xd9414d611de1940762d6a56824f263f4241e8879,0:01:01.567722
0x8aa83bef9ef503d72be1c23c8c789f83b03ca32e,0:02:24.186495
0x11d6d434fdff93bfc3a1e9c2923e669939fff73e,0:00:38.656844
0x185842355304ad4931100f24c0315293296c5392,0:00:31.452611
0xe453c05fccf09e79e1c19bb416dbe4bd2be6e293,0:01:57.945337
0x1ef14c4afbd73b2faf8a1f1bc31f088d4ce1d548,0:00:11.814312
0xbc9D05517c10b14B241B6bB1c1149E337Fd80e4B,0:00:14.551501
0xe845fa17197296165d1ecd7c170db2fb11b5976f,0:01:01.949179
0xa7ac2dfcc71b0b8b75fb9e16448949d97fe513ae,0:01:03.018945
0x325b549a92ffcaaa5dc90a77bc8b37c69268a1e9,0:00:52.885215
0x4fb610a0be1965b943ee17df7c7d80071835e056,0:00:09.718108
0x790888d358963e0dd6ad3036cf40db2297f4d5f8,0:01:01.541117
0xA651332Bf73905c326bdA4549A59c05Aa3bF7DA0,0:00:44.060206
0x317649779b7ca2fa139c79c3628e11da92d6a91b,0:00:52.337053
0x4502e675bda0a3e86eb7dc2ed5cb7c9465aa6ea8,0:01:09.235403
0x8F18602AF63138fB598772410BFB2514746f61E0,0:01:16.835714
0xe743a92cf9ec592593055a6d4bf940c645db2e61,0:00:44.259891
0x6705c9f03763d0b509c5d4aa5144963cb7641dd9,0:00:38.348125
0x9264Ac4E52EDdb5D0fb345CAE8E47A8b420a96fd,0:00:34.616653
0xdf3a6e9bb8980666d4b6e94897487715f6b96132,0:01:25.287386
0x57e5112c8741fa606e344c19a73679a671a8ffd2,0:01:27.743567
0xbbA444b7201AfE9911BeA144907187EbB1184f7C,0:01:29.433966
0x9f22c4b3Dbe693a34f2aF61a16a022F87d9499EE,0:00:00.077550
0x203b87e9b22a1b27a684cdb923d7646b12e39760,0:00:05.731754
0xf365cfabd90a1f954d377d3be32e4e251dcb0d95,0:01:00.696350
0x84e24271c69e1cd4574432ea2177e2d2b6ea04cd,0:01:01.211748
0x657f2b12fbaeb8ba6920f7425bcfeaed24dc11be,0:01:31.648433
0x29c927e801b3c1ddb432ddcf0b88c2c08485c7ee,0:01:18.840133
0xd29cf5a0c1abf0600b1eeabd053c8ef700097719,0:02:02.995716
0xB394eC56AbD78c9264438168F8a8E1Bd85F1f0Ae,0:01:19.860547
0x683c8e87e74f3f8f27c0d2ebd4350fe4dba814ef,0:00:57.599134
0x6cb5096af3a3080a415bd714d512f88556567cf4,0:01:30.815453
0xc70150188142fbfcbb90db05bffc31bccded3da5,0:00:00.660242
0x6b4877874d1f0c17ebd75d7fd261e1563174136e,0:01:06.055192
0x772f0a1a17030cf4d2455dd5ab24b99a806b1c21,0:01:20.863584
0x57f63ef099876ed555f5b7fe6f76392e1502eb19,0:00:54.265054
0x04efd93916490d95cbbc1e63484430af8db7fced,0:01:11.430375
0x456415994faa57ea23c94c91f932d6f9d4e4cd2d,0:01:04.006397
0x5c9d8b9ef888ae4cd45a867b8cd61cd094d302f0,0:00:49.934489
0x334bf61aeb7bdd887364988609d1fc57b823ac51,0:01:06.397038
0x06395888477c823f54e727c20c8ec89d4a82fbf5,0:00:54.919240
0x8bf19c12144421686a80a71e430c0c5db3705155,0:01:07.058342
0x20616748570be36403dc83e3dc4cece4082f6453,0:01:10.339554
0xecd0a174eef8d2deb4dcf989d22c9b9119558d2d,0:01:09.984295
0xd5d882de64d5dcc1ae0c622c5489aa85b4ef67aa,0:01:10.817964
0x5fa684c01f839469ed0d945e4902493b55abcbad,0:00:54.472207
0x356f6ef0b33e14d7349f9e71c0975c2dfce077db,0:01:09.626948
0x4b6737ba4faa7cece23b9fa0f50370a51ac7af16,0:02:28.401651
0xb947ab3CA82511c16fC02b9Ee11fFfCFe99856Ea,0:02:14.444836
0x334aA5996583722cC850344eC02fD99bc263C56d,0:01:13.969894
0xc36318df21171dc43428f57ebff9f2e0b213bb8c,0:00:58.370160
0x69192971A09737A24d292e37F7ecfD57B40a5451,0:03:31.140920
0x03fb106265bdedef45589fa915e4a49f514c4593,0:01:03.402849
0x73c5e9a1424bf7a1731cbb278d00507246d22928,0:01:54.969907
0x3fd78dc101ef657575a11aa70ea563fc1c9c30e5,0:00:34.865867
0x03a6059a5427fc6a4784baea42ac8b7228b4cda2,0:07:02.577317
0xc5a52cdc14b69085ec330499458a848f2dca20f3,0:01:29.230611
0xfb4e98a54710e1305043257e7c44c3cc67b0da3a,0:00:49.091569
0xc125e481ae44f8af49a1a098739e4903c60ecac7,0:01:02.871867
0x2e9ba99c8eac6664061007a15e31c0b233582dab,0:02:22.944040
0x8a4677081960827f8d253b5a08d31d3b583b3e63,0:01:32.474494
0x5718c5f52b3a596218f6879d03598423f05caa25,0:02:19.366033
0xd8dbdc9ce97145957ad8c5811782591706549c67,0:02:04.463962
0xf7b265c2be85a4a5f9bd0ed4642f57b0eca7c530,0:00:10.046610
0xbf19dd68189eabd4eb3de656e6c04a7df7b271bc,0:00:57.084723
0xb33B94A471dA5d54bfC40C80D43b1F4Fc5F4D14D,0:00:50.704764
0x9fd5236dc380cb17c85e47ad0c92ab4421227dd8,0:01:23.048190
0xa8c084083a5be2d5a2cc54c501adb88bb47a652a,0:01:08.289344
0x3ff20e394ddb252c9b295d503b931dbbfae314c5,0:01:01.303210
0x1cfe1d4C863f7832a1A5c2ACb43dFf08F74d680c,0:00:58.405398
0xacc309355c03205ab1bf6d84baa06b36f334d398,0:01:24.153449
0x78aeae02e7215aa80708313e4fcca6a5839075ca,0:01:27.675522
0xd3fd7978e7786179f5b0386d60119097701ff42d,0:00:35.805512
0x1945a4cf306a4244ea30f97f02420a5d242d44d4,0:01:00.373446
0x817f844137e9f95da69299dfc2fb99ba9dbf5223,0:00:48.535825
0x6d4fe830363c6af29147422fae4bc38e89b90af7,0:00:51.016515
0x527cceba71b243f9c44f87ec0f236273313b285d,0:01:18.816298
0x9199235ef044527f1eff1e4d9ba5c16243c9dfb9,0:01:02.128357
0xAd54248e5D60b038D64e0571AAA4BfF64087A40d,0:04:49.904270
0x24c3a5d950aa0078dc8e4d5ec581d03c6681c7ca,0:01:14.742995
0x5609b3debc687287ea5f082c1bb5281bd28ea1f6,0:01:21.678275
0x44b3e901e18dd4be9de6d41b28eb7341355722bb,0:01:21.858165
0x27094206d10fa2f4559bca21046cbd50f0f671e5,0:03:37.931414
0x00000000006756ce25b95124e0FC879Cc2B7F1DA,0:00:32.131505
0x4822D77A2D328115C4edEbe1c82F313b28f8c315,0:00:20.536512
0xcfa1bd6f5131f4f99f1d276d2de3fe7bf224a80c,0:00:57.821393
0x7e81f954fa4f8877d45ce4867363e9c913599746,0:00:35.315626
0x955ee8d7f7756d88bba9877ce43247a3d0bcac36,0:01:18.083881
0x864c7404d09e77cb43fd7c1888f94d3c35a1ff27,0:00:47.908581
0x95cdbe5228a77b5933b6f3a2f660bf2e3a1e1985,0:01:14.346881
0x48abd6e35e8ff3b61959cb269adf88bfcb66572b,0:00:52.579529
0x4c97be4f881c68acb00d9fa33cac4a4a237439a1,0:01:19.766031
0x2f043b3077e591f41dba11661c76c360347e1805,0:01:01.086196
0xdfdec0d573ba50214911079c4283020e72ff7f92,0:01:02.604174
0x47cd2f9a0ca6ffc368aeaf1f5c857cadf9611b4f,0:01:13.212956
0x271bf296a98604275d80afbf249d0b5054244cea,0:01:03.493013
0x5eeb8de77af38cb5db17244742989ccd128e10f6,0:00:30.297160
0x4e9aa03f38bf743deb4cc262a33d57be88f10161,0:00:48.640033
0x50a1f9378a318168d2b880ed5ed48a9ee70afc55,0:00:51.953307
0x4d3a4e3998274f293a2227cbc6ffd160f068a48b,0:00:57.461230
0x9878abc9b4bf492ec38a04166a506320b47834cd,0:01:02.935325
0x6af4e56f3031210158125fa89100785818aa31dc,0:02:04.079703
0x9174e29ca6552486b250507a2677b5224cf77c13,0:00:46.863145
0x7439286ce053c777d7108096d7b0a14cc5d8dfe5,0:01:15.740612
0xb84525035393af70d7e04617e0df61473338bb4f,0:01:04.857071
0x75540443f40f21b1977b1d9a1755ac9b1e8cbfae,0:01:44.280375
0x60e5844bee00741aa37b7aa7f1ed432e5025ec68,0:01:23.319036
0x60fd723f7a5153726805ceee5b97cce427113222,0:01:04.715256
0x04729ae5f2b39709e4a7b20903566e1c6bca19c2,0:00:53.775441
0xa234eadd203b082068c5262e0e8c8e94acaa23b2,0:00:52.594066
0x11839659D673C6c3D27E0f8E54Fd3370bD872F87,0:01:30.788447
0x1f82e695ef98caf7860d895cd55d89bd839cfb69,0:00:58.881013
0x3bddcbc21ef7154cd2ea4f5b494718f1db19a9fb,0:01:06.265449
0x89f01f62bd8b5f1a24242509f95f77407cd77e8d,0:01:54.312094
0x38c48c3d8d88c17281462e39192615cdc25fe630,0:00:07.225214
0xF87D45488590EB00aaA052f96a253a505c4fC08C,0:01:13.796120
0x07bf306aade228919b123d799c075d2ba627ad79,0:00:54.060298
0x46Fa005E07e51732778A3745145B0D29AD5d7167,0:01:44.318821
0xe22c1226d88672595aec3d476053140465638228,0:00:31.226003
0xf689818d07ac53488ced7fca5a79e1456a7d4695,0:00:35.057480
0x10bf82fe7c65f7c222b67cb2b5d84e0150cbebd9,0:00:56.765078
0x0fd49f8ab613492c3f4b009106d9e479118e0fea,0:01:40.933414
0x2699cbe5fb7a026509ec892ddfb21c39d1b190cb,0:01:31.294281
0xa061a03671a12f8e65d088bb289deb9f70511cc5,0:01:13.678027
0xb3bb1d731936bf83f725fce272a6d357071999fe,0:01:01.271999
0xc3a9f3fac246701b0f620ddea6078a0b623fb3a0,0:00:59.953776
0xf56e52d126db022b0fe83454ce53cb6a794047ac,0:03:29.519057
0x88f1e52196011ed40694360cf1c82fcb7450b26f,0:05:17.227863
0xF693e9aa1F99e8A33F947D9E3b3E1C20313D1B9d,0:23:03.106832
0x651c6cc4ebbe421319bae4eadf4fa769ff14bf3e,0:05:05.718368
0xc44e905ce304bf8fa5511f75d18a35b664fc9432,0:08:03.964432
0xa134f4c20cf6b5ab5e357443057cf5f02db994c0,0:09:08.163351
0x4d5898E723b51b42320D944B9ddFb333465196d4,0:00:04.120875
0xd5ff9ae45e33c028ca1b726ec788e48a70cd5d79,0:02:01.358080
0x3E368B6C95c6fEfB7A16dCc0D756389F3c658a06,0:07:35.865975
0x4D8759EDA5Ee085b3019aD0a48081C01FB59F599,0:05:44.350902
0x1ae2d057befc7d2670d201c924e96f74876308e6,0:07:59.796838
0x210dbb010d93c7f843f699190da4fc4064f95260,0:01:24.043771
0x8ea7abf7e42f6dd8bdf2bb2817dcea2b89bb1a4e,0:07:18.357334
0xe3748b86a559fc91b66d957c26732feddfaf0785,0:03:59.451900
0x780cb3adc27abfd6824406ce276220fa5a852863,0:03:40.419463
0xd8c56ae718aa335cce11292add0198b880aa1954,0:06:16.661095
0xbf34446bc5a62a72c4d68fda4189aff6efb6d3be,0:14:07.503749
0x467bd22a7eca900bca2a21ab34acac87c3de8c8b,0:03:09.310751
0xfe6e9e19fea5e5d2da10cbe029a90e7380337920,0:04:40.609118
0x1ec364CDD9697F56B8CB17a745B98C2b862CBE29,0:07:14.387676
0x149fd5d3db341277b7d1821b744996bf0077e5ed,0:11:29.808138
0x024084d60a5fE572620aE9CE3178471F8fEEFfD2,0:09:21.716169
0xc1024ef7448186d4792d7dec5497fe8d4241687c,0:02:57.246211
0xa57019c911cf94ed52baba1a943876eebc659499,0:03:32.934471
0xa54d90d8132edef66599196fbc4f1b95702508bf,0:00:21.635899
0xe1e76d558689a900d25f5d816bd5257002980294,0:06:00.413168
0xc1749c8eae1af9c3ea21816743ab406e238d0f90,0:04:22.749258
0x7db975750660de45d73ca1fed00b35a8dfd784df,0:05:07.756050
0x079e29de1a55867d6236b384b865b7a5ec5f08c8,0:02:38.946478
0x465d83a3bd174b4eb27fa39e3186a641e5a61ff8,0:09:41.988103
0xfeb669045652b62cEF47ecFd286d39e4730f51b3,0:02:06.553846
0x7b7505c17998d1810008e2dc315f21f0d58c3195,0:04:00.747567
0x5e8359f5dd816a8833f990b179f179357b928a61,0:05:22.051465
0xb1f13EB56d14f0762E35c4138d002E97a1F7Ffc1,0:09:44.622231
0xa4EcD076E956Fde75b83fC75E62DA9002E321828,0:08:46.964577
0xc5f744fec2f357d3ba2f8f67f0c7cc5ecf8bdc93,0:04:16.180859
0x172A744e27B1Eb58BeCC028Ce7294Fd3e685A2Ae,0:02:32.011391
0x24aBa5d98c4aCC4f7504Fa1Acc46e6304d9fFa73,0:08:22.517648
0xe532ee26641438c24a5409cdd5a707731052d8e5,0:01:33.059130
0xd36608023c01676a745ff342315b9d3502e9d49a,0:08:13.175390
0x39bfC76cf7dd2c7B9F666E089e70D68D39D041E4,0:00:38.062341
0x49bfb6322600eac78b81e650e7b9329b613e38b8,0:07:34.930781
0x5CDE9fec66D89B931fB7a5DB8cFf2cDb642f4e7d,0:02:25.182358
0x2d81de318b65381c470d16431fba4f7b18f0351f,0:04:44.402463
0xF4c35D3cDF4AB68E67A0dF7429b4E07c92a0bD37,0:10:16.524570
0xf9456dccf0c989aa449736368453db18017fa305,0:05:21.846986
0x156633c9cb90101465dc832153fdc72976100408,0:04:58.722940
0x3d0c6aff559ada6bfaa911b092e6c2ae4eb5505b,0:03:38.925964
0xbcd4649ab2f0a64cea0240b29a7ca0e95833ad42,0:04:05.392108
0xc760b9FD3131a80131C2D79BcaB7E3A589063169,0:00:10.504635
0xfc3ed9828f3ae99d19730a04a83bb92f6738b71e,0:05:49.359669
0xDfa35C97000dA4aCeE3eF7C0911e877f13158833,0:10:13.708681
0xd252972316668b4961ee79f9b7155d80b6afd11e,0:10:12.388160
0xd3c474b0012fffc87d9ea1ab56fbe260ce240bad,0:04:33.802475
0xa09a3e90da9574a43d35b893277ed6b3df79e88f,0:03:25.354832
0xed881fdc86fd928c48f199ac0d4f95e104011611,0:05:47.650661
0x9C1E6d460426a5e5355B337F67B5e4ffE916765E,0:06:45.290118
0x1132490e28b2a398ed79e2e57238ea91957e1da7,0:02:15.063685
0x88b0d61be1092a0aed7d5d0393246a242c5899f6,0:02:14.773076
0x967a66a88a3b12224dd3ea520ee3b7e332da9dae,0:06:23.024105
0xdc597a5fd1f90d2b529c7862f3eab5cbad2c6ce2,0:00:09.190040
0x6f565d3bc1fbead0fb3521fcaa908471b24f7070,0:06:04.664597
0x0eb120655aa35a255d6db4fc8ff9456cddb56e27,0:05:03.496986
0x3b706073f3f1ad22a900e713e49180b02b99ac65,0:04:32.785569
0xb4066ded5bab002ca19fb49a2335926ae00e7b46,0:03:39.502927
0x66251a68d34fffc0fe2d78bae90a8e5311859a0e,0:07:13.892557
0x91616468237b7ee834e7d1b91f92551126021157,0:03:47.503180
0xbe01Af16910183a72c332681FE239a91999aD670,0:00:52.082679
0x25bb3d2f8db0776e68beb2b2ede7d6b229f374b7,0:02:19.036424
0xf476b7fd0002487ee1ab4f44eea1b81b93dabcf0,0:07:26.188904
0xcF94343ec07DD2aFfb5ED3126C6d495464026C73,0:10:07.210000
0x979c449d77bb27c60d1df21616514a242d89f087,0:06:43.877436
0xbcf08597eceb2bcf012480e15d9c04f3861fbe89,0:03:53.832314
0x14abed2dd5fb0390a98653e9079059cf19c1f4c2,0:03:03.791836
0x93dc5df459e381084e700de541b42d76b293c7b3,0:04:05.517057
0x8326c9cc7778a72d2e16da9ab2a351937a331fb1,0:03:05.265101
0x287853ea79673e8c1b0fd91ea838984aabfe158e,0:04:01.366201
0x834b03e66490999fd0230c53b4fe4db3d23dd511,0:06:23.953031
0x818b4c8be2ceb30b2707f7fc0257ec14d532472a,0:08:11.264031
0x3e0e7d1388338556a707d3bb6ebfd1bdef9618f3,0:04:28.678803
0x680dd4eab93201fc5d5de66d45ec0187290b6a7b,0:05:06.566920
0xa944c2e3b8356a26cd788ed4e2655720261e02cb,0:00:09.457148
0x0b0bb5209926b42d0e553d1ac2e3be0d005e4acc,0:11:16.034324
0xe9575047C490bad50A910a61cEfdd5E0b2Bd5217,0:09:22.662116
0x69ca381d779b5f2419ecfb5e35c1c619f3c7ed19,0:09:02.647723
0x0a7f6ded28ff24225af74864db58d7bb8f524bff,0:03:41.672435
0x4AC38cd5b67F29571fddb2715e28D5277C964469,0:05:59.883132
0x192d61c469772cb16b52d41e337061cbacaaf406,0:04:16.911301
0x4daa178ba35089d965fabb3190db1c3b6ecc2f16,0:04:18.164829
0xf822662479ee7e6f7001443f7efe7a382359d90b,0:03:29.440016
0xb2517de9d213e42241f2ac1d63400d32bfd1317e,0:03:48.283719
0xb81856fd41f9db8448978de99e44b56140c7eb27,0:01:35.629564
0x1f8819d37a1bed5e2ec759e041234373b19b2bfe,0:01:43.255861
0x58b7aac44d4c448cdfd712892989acaee126d2bc,0:01:14.720015
0x283d623967c180f535c091ad07b8db45b02c3da8,0:01:01.006940
0x65dab4bbc46a1cb270f333abe025eb1d82211f92,0:01:19.587220
0xED9d16a9c15B47904F535abBFff3DAa2113dB560,0:00:58.697295
0x934b015e56b12a69f8d2172c6fac9bc010c43330,0:01:14.596134
0xa1a7cc46d48f895f4c6a0274e30e50ebf64d564d,0:01:05.689122
0x058ca96e3235c6a3aeae90a89de884817004eac9,0:01:29.013359
0x4096acdc3bb3c6a8bdd70a946515a07b465232c0,0:01:50.861135
0x528a7d60daf08a98e39220b1de6557be6afe9bbb,0:02:28.492018
0x44846b0ba090413bd9781237ce03f9a166a155f1,0:02:54.120360
0x7ad147907847953492450f099f52f1de0e1113d1,0:04:01.712058
0x0eba910497ba4ca01e691d9bfe6823d8ec3457f5,0:02:30.216526
0x4056ca64d156a6c9909c332817baa6024add551b,0:05:49.258441
0x97a206f60438e92da0807b1c3182c390849f6b3d,0:06:41.459683
0xf518c72caa778ba9757b37b043a2c81e06e6ea7f,0:00:18.862235
0x0d283045243db55181c01236339ba357b54ecb87,0:07:51.156813
0x360e7e819073777c6802255aff8a9ac2953a58f3,0:09:01.681608
0xF811580Cf0c6B4503652dF726f13b0aea84DF050,0:00:53.050702
0x16931cce37f3d379667d2c547d4a51500c004aa5,0:08:06.924756
0x6dbd0d2098607ed3d284d2c0b8a4637c0ebcfaf0,0:07:34.412147
0x1ECD061fF63aB5D0355cB96bBf88cF7E5c9c53D7,0:09:36.247480
0x3AD453aB9aEd17EBa23C4c4f8CeB18025CA6495a,0:06:09.870734
0xbc631fbebd6d48ead35e7c9c5bc5be534b6dd504,0:09:41.226428
0x228ce526d70cd1d7853edfc39aa84e5e3438f4fc,0:04:54.883572
0xfdfbfd2369a0de35a2b83827afd5288e73c82812,0:03:26.995262
0xe1a6d95925ea986a4f15a14bfd9e2c0a6ebcc1cc,0:04:57.133470
0xcbce33a40e6b52e28c53abf7d12d4cba961312f7,0:03:01.476700
0x72af7375d1848eadc10d600c0f5d611619ae7f7f,0:04:51.499883
0xc32aca022fde174e15c70c7d1a5fc2e7e291d100,0:02:14.056833
0xE520f941def9FeA4BE3e616E8489e2eA1fe23DaB,0:03:06.002542
0x3c00fcf488712cd0430b6d4c77d6e48c3718a0ef,0:04:08.265214
0x734ac0512cc24b22503521a87127bea43b2a1e62,0:04:41.096220
0xdeaed9594451001b32fccf2d6793f5491ec4d80b,0:03:09.732705
0xc4300348912a26f304408261c1a322ce0920f2f8,0:03:47.023004
0x13be4811338c9890b1626988c276418e19cbd52b,0:06:28.763726
0xce6aa7f6d78cfb9673c470b9fd7ed38a6d9fff35,0:01:28.960087
0x273c8a9ff585cf9033b5588038069f801ed970ca,0:03:26.469480
0xda098c1f08d3fceea95b2750e0a1c5af1b4789e5,0:03:40.220203
0xec4384f90257a1f43bd82deec6ad1b488ebb6d00,0:00:07.672257
0xe644345e352805198a7f66a629c0076990a5edaf,0:03:31.062428
0x4096dc8773b8d8c4a4146f8d4295d4a1bddaab25,0:00:52.749081
0x368457ec2c9096b9ae9e30af1b20aa16ce422930,0:00:17.506665
0x84aE6D61Df5c6ba7196b5C76Bcb112B8a689aD37,0:05:23.209795
0xafcf906323c0ab55a081ed019f9b0c57a20548e6,0:06:32.431242
0xff80acfd798fc49a40dcc9d3eadc2cce628bc6f9,0:05:53.516919
0xb3168eafb615b5a0870725dc07d9b4e671d411fc,0:06:56.645974
0xc891738d5bd1b9b86b5b18839add3621de8b05fd,0:00:10.670335
0xcb298bfcd4c5fc8b3da648d667d374e61e3e3d28,0:03:25.853909
0x4939FDF31F6753E1600307e50ADA499375361FC9,0:07:52.927021
0x7603352f1C4752Ac07AAC94e48632b65FDF1D35c,0:11:47.832918
0xe015fc859b3f6a42a383930862c390fb4bdffdab,0:06:00.937169
0x55bbe5a04d144d8d17dc6471f23e1a40b63333d4,0:00:25.221817
0x5eC34376205E99f5314cD71436AFDA100f3A4Bb6,0:02:23.063599
0x6fb85e888e9e3b94cfe91ee864c80d1b6ef6c470,0:03:51.286208
0x061d6F7893abF18e7ff0ca44B44d8d13bDF57225,0:11:08.289195
0xE3deFaE93FabDC93da32aEc7FF71d5EC85e2e0bb,0:04:47.531718
0xa30262735e655220454a5da24997bf40a05a2fff,0:14:30.670599
0x35f8cbcf3dca3100af8e50b937b33a7d7649db09,0:04:07.901555
0xcc97fe0b2f0061d9b09a6abb75f5c2bf2139b296,0:03:58.479255
0xE8E01fCa3A262297CFF5C795D126AA088D65af0A,0:03:28.966994
0x515b315a527edc40d9da03ab1956d230983e928e,0:07:47.772890
0xf9694d828a03e6039cbf0959c9268f8ce5dad8d4,0:13:41.687452
0x04b2e30960b5d164b55875dedf68784d84c822e3,0:07:18.045686
0x1c3a52fb6b55ee670d92a41675e24408a305f6ae,0:04:55.177433
0x16569123e2ac740da946be5030d5b3e2457e1fb0,0:03:41.662545
0xc862346614d4af4c0a3dff74cebf5a33f188ae73,0:04:06.203226
0x43a894336D23c2C79A958638e2c23C81AE4a9F96,0:00:18.629712
0xc40eDd689468692B29bC4Cf0d87265bD3FEa085B,0:09:34.175880
0x1af81831e535824ac4bb0b70296d10268e1d8a47,0:04:56.111677
0x714f39713db1a1d40a9197bf56be59d214086500,0:06:42.697232
0x450b1e227c0264ea02cf86e40cd557789dafdfc4,0:05:28.996322
